fecha,localidad,pais,numero_victimas,numero_heridos,descripcion,latitude,longitude
1978-09-23,Vitoria-Gasteiz,España,1,0,"Una  llamada recibida en la comisaría de Policía de Vitoria-Gasteiz avisando de  que había un hombre maniatado en una carretera cercana a la capital alavesa  hizo que una unidad de la policía se desplazara hasta el lugar. Allí no  encontraron a nadie, pero sí unas cadenas en el suelo y, suponiendo que el  rehén había escapado, el artificiero José Antonio FerreiroGonzález, de 26  años, se acercó al lugar y, en ese momento, se produjo una fuerte explosión  que le alcanzó de lleno y le quitó la vida. Otros cuatro agentes sufrieron  heridas de diversa consideración. Dos de ellos perdieron la visión en un ojo,  Javier Arranz Freire (31 años - Policía armada) y Amancio Gutiérrez Álvarez  (22 años - Policía armada) y, de menor gravedad, Valeriano Arroyo Bernal  (Inspector de policía) y Luis Más Pérez (Capitán de la unidad)",42.8465088,-2.6724025
1978-09-25,San Sebastián,España,1,0,"Dos  guardias civiles, Lorenzo Soto Soto de 24 años y José Zafra Régil de 30 años,  se disponían a volver al cuartel en coche tras hacer unos recados cuando tres  terroristas les acribillaron a balazos desde ambos lados del coche. Tras  asesinar a los guardias civiles, los terroristas escaparon en un coche robado  a mano armada, después de dejar atado a su dueño en un monte.",43.3224219,-1.9838889
1978-10-02, Lizartza,España,1,0,"Después de  robar un coche a mano armada, varios terroristas se acercaron hasta las  afueras del bar en el que sabían, gracias a sus movimientos de vigilancia,  que el guarda forestal Ramiro Quintero Ávila, de 57 años, tenía costumbre de  frecuentar. A su salida, los terroristas le dispararon varias veces,  provocándole la muerte.",43.1033934,-2.034474
1978-10-03,Bilbao,España,1,0,"El  segundo jefe de la Comandancia de Marina de Bilbao Francisco de Asís Liesa  Morote, de 56 años,  fue asesinado  por miembros de ETA en la puerta de su domicilio por un tiro en la sien. Los  terroristas entraron en la casa del militar después de amenazar a su portero,  al que también metieron en el inmueble. Además, dentro también se encontraba  la mujer de la víctima y tres alumnos de náutica a los que daba clases. Uno  de los etarras se encerró en una habitación con el militar y, después de una  conversación de unos minutos, el terrorista salió de la habitación y disparó  a Liesa en la cabeza, produciéndole la muerte.",43.2630051,-2.9349915
1978-10-13,Bilbao,España,1,0,"Un  grupo de 6 a 8 terroristas de ETA esperó al paso de un coche de la Policía  Nacional por la carretera escondidos en una zona de pinos. Cuando el coche  pasó, abrieron fuego desde tres puntos distintos y acribillaron el coche,  provocando la muerte de tres policías, José Benito Díaz García de 27 años,  Ramón Muiño Fernández de 30 años y Elías García González de 22 años",43.2630051,-2.9349915
1978-10-14,Lekeitio,España,1,0,"El  guardia civil Alberto Villena Castillo, de 27 años, fue asesinado por cuatro  terroristas de ETA que iban en el interior de un coche mientras paseaba por  los muelles del puerto de Lekeitio. Villena fue alcanzado por cinco disparos,  uno de ellos en el corazón.",43.3637081,-2.5059965
1978-10-22,Getxo,España,1,0,"Terroristas  de ETA atacaron por la espalda a dos parejas de guardias civiles que volvían  andando al cuartel tras prestar un servicio. Los terroristas se camuflaron  tras una tapia y, tras pasar las dos parejas de guardias civiles, cada pareja  por una acera distinta, abrieron fuego contra ellos a corta distancia,  asesinando a tres de los cuatro agentes, Luis Carlos Gancedo Ron (28 años),  Luciano Mata Corral (58 años) y Andrés Silverio Martín (25 años), e hiriendo  a Carlos Troncoso Currito (26 años).",43.3479409,-3.0087671
1978-10-25, Durango,España,1,0,"Epifanio Benito  Vidal Vázquez, chapista de 27 años, salió del garaje en el que trabajaba al  mediodía con cuatro compañeros, antes de comer. Mientras iban caminando, se  cruzaron una persona que simulaba reparar su coche junto a otros dos hombres.  Esa persona comenzó a hablar con Vidal y sus compañeros de trabajo  continuaron andando pensando que era un conocido. Momentos después escucharon  varios disparos que terminaron con la vida de Epifanio Vidal.",43.1707065,-2.6334897
1978-10-29,Urnieta,España,1,0,"Iñaki  Olaiz Michelena, transportista parado de 42 años, se despidió a la noche de  sus amigos en Andoain y emprendió la vuelta a casa cuando miembros de ETA lo  abordaron y obligaron a entrar en su coche, dirección Urnieta. Cuando  llegaron a la altura de unas canteras, lo asesinaron disparándole varias  veces. En principio, todo el mundo pensó que era una maniobra de la extrema  derecha, dada la implicación de Olaiz en las gestoras proamnistía. Sin  embargo, ETA reivindicó el atentado acusando al asesinado de ser un  infiltrado.",43.24687,-1.9917045
1978-11-02,Gernika-Lumo,España,1,0,"Miembros  de ETA robaron un coche a mano armada en un garaje y se dirigieron a la zona  en la que se encontraba el bar de Gernika que solía frecuentar Juan Cruz  Hurtado Fernández, carpintero de 25 años, con su novia Manuela Mosquera de 21  años. Hurtado se encontraba en la barra del bar y unos individuos con la cara  tapada se acercaron a él y lo asesinaron de cuatro disparos. Además, también  resultó herida la novia de Hurtado por un balzo en el pecho y otro en la  pierna. ETA acusó a la víctima de ser de ultraderecha y confidente de la  policía.",43.3143628,-2.6778511
1978-11-02, Irún,España,1,0,"El contratista  José Luis Legasa Ubiria se encontraba con su hermano Miguel inspeccionando  unas obras en el momento en el que dos terroristas se les acercaron y  dispararon de cerca. El hermano de José Luis se percató de que iban a  atacarlos y le dio tiempo a reaccionar y forcejear con un agresor, pero  recibió un disparo en el muslo y no pudo hacer más. A continuación, tres  balazos (dos en la cabeza) terminaron con la vida de José Luis Legasa. El  contratista había denunciado que había recibido una carta en la que se le  exigía el pago del impuesto revolucionario, a lo que se negó. La denuncia  terminó con un etarra detenido en Francia. ETA no le perdonó aquella  denuncia.",43.3383176,-1.7888095
1978-11-02,Lezo,España,1,0,"ETA  asesinó a Rafael Recaola Landa, albañil de 30 años, cuando este volvía a su  casa en moto después de trabajar. Una ráfaga de metralleta lo tiró del  ciclomotor y después los terroristas se acercaron para rematarlo. ETA acusó a  Recaola de ser confidente policial.",43.3212392,-1.8996138
1978-11-05,Tolosa,España,1,0,"Dos  parejas de la Guardia Civil salían del campo de fútbol de Tolosa de prestar  servicio y volvían a su cuartel. Varios etarras los esperaban a la salida,  escondidos tras una tapia. Al aparecer los agentes, los terroristas los  ametrallaron. Hirieron de muerte al agente Mariano Criado Ramajo de 24 años,  con una bala en el cuello y quedaron heridos en el suelo el agente Antonio  PinelRomero  y el niño de trece  años Jesús Orbegozo Beristain. El resto de agentes pudieron responder a los  disparos y los terroristas escaparon en un coche robado previamente a mano  armada.",43.6044622,1.4442469
1978-11-09,Antzuola,España,1,0,"Luis  Candendo Pérez, trabajador de Altos Hornos de Bergara y militante de UCD, de  43 años, fue asesinado por dos miembros de ETA cuando se encontraba dentro de  su coche, al lado de su casa y en presencia de su mujer. Un encapuchado se  acercó al vehículo y le disparó. Candendo trató de salir del coche, pero otro  terrorista le disparó por la ventanilla del conductor, provocándole la  muerte.",43.0991881,-2.3819341
1978-11-11, Urretxu,España,1,0,"Dos automóviles  todoterreno de la Guardia Civil volvían de hacer un servicio en una carretera  que une Beasain con Zumárraga. Al paso del segundo vehículo, miembros de ETA  hicieron estallar una bomba compuesta por 20 kg de goma-2 y tornillos y  tuercas que actuarían como metralla. La bomba separó el todoterreno en dos  partes por la mitad y mató a los agentes Lucio Revilla Alonso, de 25 años, y  José Rodríguez Lama de 31 años. El tercer agente que ocupaba el vehículo,  Francisco Córdoba Ramos, resultó gravemente herido.",43.0920435,-2.3170309
1978-11-16,Madrid,España,1,0,"José  Francisco Mateu Cánoves Magistrado del Tribunal Supremo, de 48 años, salió de  su casa por la mañana a trabajar y, transcurridos unos metros, dos  terroristas que lo estaban esperando entre dos coches le dispararon a  quemarropa. Mateu murió en el acto y los terroristas escaparon en dos  motocicletas. Una de las balas que dispararon, además, alcanzó al portero de  un edificio cercano, Joaquín Gallego, que resultó herido leve.",40.4167047,-3.7035825
1978-11-20, Basauri,España,1,0,"Un grupo de 33  policías nacionales se encontraba jugando a fútbol en unas instalaciones  situadas junto a una autopista. ETA conocía esta rutina y varios de sus  miembros, distribuidos en tres coches, pararon en el arcén de dicha autopista  a la altura del campo de fútbol. Los terroristas dispararon primero contra  los centinelas y, a continuación, lo hicieron de forma indiscriminada contra  los policías que estaban haciendo deporte. Como resultado murieron dos  agentes, José Benito Sánchez Sánchez (30 años ) y Benjamín Sancho Lejido y  otros 16 fueron heridos de diversa consideración, Luis Jodra Benito, Isaac  Javier Bacarizo Bueno, José Manuel Erguita Moreno, Esteban Rodríguez Saldaña,  Juan José Tomás Marteles, Francisco Laplaza Cortés, Fernando Ferrer Conejero,  Fernando Cortés Legaz, Antonio Vaguena Gracia, Eduardo Castaño Justel,  Leocadio Arenas Galicia, José Falcón Quintero, José Ruiz Álvarez, Ángel  Moreno Cantisano, Eusebio Calvo Pujol y José Luis Sanz Barco. Los terroristas  escaparon en los tres automóviles, los cuales habían robado a mano armada  previamente.",43.2341364,-2.891012
1978-11-26,Amorebieta,España,1,0,"El  taxista Elías Elexpe Astondoa de 56 años, se encontraba en su domicilio  cuando un desconocido llamó a la puerta de casa. Al abrir Elías, el  desconocido le disparó dos veces, provocándole la muerte. Había sido varias  veces amenazado por haber sido miembro de la Guardia de Franco. El agresor  escapó en un vehículo robado a un dueño al que dejaron maniatado.",43.2201761,-2.7323154
1978-11-27,Villabona,España,1,0,"Heliodoro  Arriaga Ciaurri, guardia civil retirado y vigilante jurado de 60 años, salió  a la mañana de su casa para acudir a su trabajo. Cuando iba a subir a su  automóvil, miembros de ETA se le acercaron y le dispararon a corta distancia,  alcanzándole cinco veces en el pecho y otra más en el abdomen.",43.1876792,-2.0534727
1978-11-30, Irún,España,1,0,"Dos miembros de  ETA acudieron al centro de formación profesional en el que trabajaba como  conserje Alejandro Hernández Cuesta, de 43 años, y, tras preguntar por él a  dos profesores y un alumno y encontrarlo, dispararon siete veces contra él.  Hernández había sido miembro de la Guardia de Franco y, al parecer, nunca  había sido amenazado.",43.3383176,-1.7888095
1978-12-01,Oñati,España,1,0,"El  guardia civil Manuel León Ortega, de 35 años, y su compañero Luis Palomares  estaban tomando un café, vestidos de paisano, en un bar de Oñati, donde  estaban destinados. Tres terroristas de ETA entraron en el bar y, tras gritar  ""cuerpo a tierra"", dispararon contra los dos agentes. Palomares  pudo saltar al otro lado de la barra y salvar su vida. No así León, a quien  los tres disparos recibidos le quitaron la vida.",43.0328523,-2.4137149
1978-12-05,San Sebastián,España,1,0,"Tres  agentes de policía se reunieron para tomar un aperitivo en un bar antes de  comer. Entonces, tres terroristas de ETA penetraron en el bar a cara  descubierta y, mientras uno controlaba a los clientes del bar, los otros dos  dispararon contra los tres policías, quitándoles la vida. Los fallecidos eran  Gabriel Alonso Perejil (51 años - Subcomisario de policía), Ángel Cruz  Salcines (60 años - Policía municipal) y José María Sarrais Llasera (56 años  - Comisario de policía)",43.3224219,-1.9838889
1978-12-09,Santurce,España,1,0,"El  militar retirado Vicente Rubio Ereño, de 61 años, se encontraba con un amigo  tomando una consumición en el interior de un bar cuando entró un terrorista  de ETA y comenzó a disparar. Los balazos terminaron con la vida de Vicente  Rubio e hirieron levemente a su amigo Juan Cruz González Fernández, obrero de  34 años. Rubio estaba afiliado a la Falange Española y había sido amenazado  varias veces.",43.3287527,-3.0318766
1978-12-13,Vitoria-Gasteiz,España,1,0,"Tres  miembros de ETA se bajaron de un coche junto a la puerta de la panadería que  Saturnino SotaArgaiz, de 49 años, tenía en una calle del casco viejo de  Vitoria y entraron en el establecimiento. Dentro se encontraban Sota y una  empleada, y los etarras asesinaron al hombre tras dispararle cuatro veces.  Sota había sido varias veces amenazado, después de vender pan durante una  huelga general. Además, fue acusado de confidente policial.",42.8465088,-2.6724025
1978-12-17,San Sebastián,España,1,0,"Un  comando armado de ETA esperaba a Diego Fernández-Montes, coronel del Ejército  de 63 años, en unos jardines situados frente al ayuntamiento donostiarra  cuando éste se dirigía hacia allá para cumplir con su trabajo, recibir y  sellar las publicaciones locales de prensa en las oficinas del depósito  oficial de prensa. Cuando se disponía a entrar en el edificio, dos miembros  de ETA lo mataron a tiros.",43.3224219,-1.9838889
1978-12-19, Getxo,España,1,0,"Joaquín Azaola  Martínez, delineante de 55 años, fue un miembro de ETA que tuvo que exiliarse  varias veces en Francia. Durante su última temporada en el país galo,  perteneció a un comando que planeó secuestrar al Rey Juan Carlos I de España,  plan al que se oponía. Por ello, avisó de los planes al Lehendakari en el  exilio y a la policía española, y pudo evitarse dicha acción terrorista. Años  más tarde, Azaola publicó un libro en el que describió esta situación y, una  mañana, cuando iba a trabajar, dos miembros de ETA lo estaban esperando en el  garaje en el que solía quedar con sus compañeros de trabajo. Le dispararon  tres veces, quitándole la vida.",43.3479409,-3.0087671
1978-12-23,San Sebastián,España,1,0,"Pedro  Garrido Caro, de 58 años, volvió de su pueblo natal a San Sebastián, donde  vivía y tenía una tienda de ultramarinos. Al llegar a la ciudad se dirigió a  la tienda, donde le esperaban su mujer y su hija. En el momento en el que le  abrieron la persiana para entrar, miembros de ETA que lo esperaban en el  exterior de la tienda dispararon contra Garrido, su esposa y su hija. Tres  disparos acabaron con la vida de Garrido, ocho tiros hirieron de gravedad a  su esposa Filomena González y la hija, María del Pilar Garrido González, de 7  años, fue herida por otra bala en el muslo. ETA acusó al comerciante de  colaborar con la policía.",43.3224219,-1.9838889
1978-12-27, Ondarroa,España,1,0,"Dos miembros de  ETA entraron en la biblioteca de Ondarroa donde trabajaba José María  Arrizabalaga de 27 años y que era jefe de la Juventud Tradicionalista  Carlista en Vizcaya. Le obligaron a identificarse y le dispararon once tiros  que le ocasionaron la muerte. Los etarras escaparon en un vehículo que los  esperaba fuera. La familia de Arrizabalaga, tradicionalista, había sido  varias veces amenazada por ETA.",43.3207293,-2.4207497
1978-12-30,Igorre,España,1,0,"El  taxista Lisardo Sampil Belmonte, taxista de 49 años,  se encontraba esperando en el interior  de su vehículo que llegara algún cliente. Un encapuchado que justo había  bajado de un automóvil se acercó a él y le disparó cuatro tiros desde la  ventanilla, terminando con su vida al instante. El terrorista escapó en el  vehículo en el que había llegado con otras dos personas, después de haberlo  robado tras hacerse pasar por autoestopistas.",43.1642445,-2.7783435
1978-12-31,Llodio,España,1,0,"El  empleado de una inmobiliaria José Luis Vicente Cantón, de 52 años, caminaba  por la calle poco después de salir de su casa cuando, de un coche ocupado por  tres individuos salió uno de ellos que se le acercó y disparó varias veces.  Dos balazos le arrebataron la vida. ETA lo acusó de ser colaborador con la  policía.",43.1430692,-2.9624876
1979-01-02, San Sebastián,España,1,0,"El comandante  del Ejército José María Herrera Hernández, de 53 años, salió de su domicilio  hacia el coche oficial en el que le esperaban un soldado y un capitán para  trasladarse el Gobierno Militar. En el trayecto hacia el coche, miembros de  ETA lo dispararon y las balas que impactaron en el cuello y en la cabeza lo  hirieron mortalmente.",43.3224219,-1.9838889
1979-01-02,Pamplona,España,1,0,"El  artificiero Francisco Berlanga Robles, de 26 años,acudió en un contigente a  realizar un servicio para desactivar una bomba colocada junto a la  inmobiliaria propiedad de un dirigente de Fuerza Nueva en Navarra. Tras  desalojar a los vecinos de la zona, Berlanga se acercó al artefacto para  inspeccionarlo y, tras observarlo unos segundos, lo cogió para moverlo a otro  lugar. En ese momento explotó la bomba, que terminó con la vida de Berlanga.  Al no llevar en ese momento protección especial, su cuerpo quedó destrozado.",42.8184538,-1.6442556
1979-01-03,Madrid,España,1,0,"Cuatro  miembros de ETA esperaron dentro de un coche alquilado al Gobernador militar  de Madrid Constantino Ortín Gil, de 63 años, junto a su domicilio. A su  llegada, uno de los terroristas se le acercó y le disparó solo una vez,  porque se le atascó el cargador de la pistola. Otros dos terroristas se  acercaron y efectuaron más disparos. Ortín recibió tres balazos que  terminaron con su vida.",40.4167047,-3.7035825
1979-01-05,Llodio,España,1,0,"El  guardia civil Ciriaco Sanz García, de 50 años, salió de su domicilio con la  intención de acudir al cuartel en el que trabajaba. Varios terroristas lo  aguardaban en el interior de un coche y lo atacaron cuando Sanz se encontraba  en su mismo portal. Pudo tirarse al suelo para protegerse de los disparos,  pero le produjeron varias heridas en las piernas. Su estado se complicó en el  hospital debido a una afección cardíaca, y terminó falleciendo.",43.1430692,-2.9624876
1979-01-06,Beasain,España,1,0,"El  guardia civil Antonio Ramírez Gallardo, de 24 años, y su novia Hortensia  GonzálezRuiz, estudiante de 20 años, salieron a divertirse una noche de  viernes. Tras salir de una discoteca para volver hacia su domicilio, la  pareja se montó en el coche de Ramírez y, recorridos unos metros, tuvieron  que parar ante una señal de 'stop'. Dos terroristas de ETA aprovecharon el  momento en el que el vehículo estaba parado para abordar el coche y, uno  desde cada ventanilla delantera del coche, disparar contra sus dos ocupantes.  La pareja perdió la vida instantáneamente. Antonio Ramírez fue alcanzado por  ocho balazos y Hortensia González por diez. Los dos etarras huyeron en un  vehículo robado a una pareja a la que dejaron maniatados cerca de Beasain.  ETA dijo en el comunicado en el que reivindicó el asesinato que era un  ""aviso para todos los enemigos de Euskadi y personalmente sus  familiares"".",43.0473269,-2.2032868
1979-01-13,Azpeitia,España,1,0,"Un  comando de ETA, que tenía información sobre el recorrido rutinario que hacía  una patrulla de la Guardia Civil entre Azpeitia y Azkoitia, colocó varias  cargas explosivas en un tramo de la carretera por la que pasarían de nuevo  los guardias civiles. Al paso de dos vehículos del cuerpo policial, miembros  de ETA activaron a distancia el detonador y alcanzaron al segundo de los  coches, lanzándolo unos metros fuera de la carretera. Murió por el impacto  Francisco Gómez Gómez-Jiménez, de 29 años, y fue gravemente herido su  acompañante en el vehículo Juan Muñiz Sánchez, de 28 años. Horas más tarde,  efectivos de la Guardia Civil inspeccionaron el lugar en busca de algún  artefacto que no hubiera explotado. Encontraron un paquete sospechoso y,  cuando se disponían a desactivarlo, explotó causando la muerte de otros dos  agentes: Miguel García Poyo, de 30 años, y Francisco Mota Calvo, de 30 años.",43.1838618,-2.2657422
1979-01-27, Echarri-Aranaz,España,1,0,"Jesús Ulayar  Liciaga, comerciante y exalcalde de Etxarri-Aranaz, de 54 años, se encontraba  en su casa y bajó al garaje junto a su hijo para realizar una tarea. Al salir  del garaje y cerrar la puerta, un terrorista encapuchado se acercó y disparó  a corta distancia cinco disparos a Ulayar, en presencia de uno de sus hijos,  de 13 años. Nada se pudo hacer por su vida.",42.907578,-2.0648822
1979-01-29,Tolosa,España,1,0,"Dos  coches de la Guardia Civil protegían a un camión que transportaba explosivos  por la carretera N-I. Uno de los coches de los agentes iba delante del camión  y el otro iba por detrás. Terroristas de ETA que conocían este trayecto  colocaron explosivos para activarlos a distancia al paso del convoy. Dejaron  pasar al primer coche y al camión, pero al paso del segundo coche activaron  los explosivos, alcanzándolo de lleno. Los tres ocupantes fueron heridos de  mucha gravedad, falleciendo el mes siguiente el guardia civil Esteban Sanz  Gómez, de 33 años. Los heridos eran Manuel Ruiz Ligero , que tardó tres años  y siete meses en curar sus heridas, e Ildefonso Sánchez Amil que se recuperó  a los seis meses.",43.6044622,1.4442469
1979-01-30,Antzuola,España,1,0,"Miembros  de ETA robaron un coche y, después de meter a su dueño en el maletero, se  dirigieron al domicilio de José Fernando Artola Goicoechea, representante de  comercio de 54 años. Lo esperaron y, cuando Artola salió de un bar en  dirección a su casa, los terroristas pusieron en marcha el coche y,  colocándose a su altura, lo dispararon.",43.0991881,-2.3819341
1979-01-31,Irún  ,España,1,0,"Félix  de Diego Martínez, guardia civil retirado de 47 años, fue asesinado cuando se  encontraba sentado en el bar de su familia. Dos terroristas de ETA entraron  en el establecimiento y le propinaron tres disparos mortales. Los agresores  escaparon en el vehículo que habían robado previamente, después de secuestrar  a su dueño. De Diego era un guardia civil retirado, testigo del primer  asesinato de ETA, pues era el compañero de José Antonio Pardines. De Diego se  encontraba retirado del cuerpo policial.",43.3383176,-1.7888095
1979-02-03,Andoain,España,1,0,"Tres  miembros de ETA se situaron frente al cuartel de la Guardia Civil de Andoain  y abrieron fuego contra los agentes que se encontraban en la entrada. Como  resultado, fue asesinado José Díez Pérez, de 25 años, y herido de gravedad  Miguel Madariaga Lope de 30 años.",43.2183341,-2.019888
1979-02-06, Olaberria,España,1,0,"Dos miembros de  ETA llamaron a la puerta de la casa de José Antonio Vivot Undabarrena, de 49  años, ex alcalde de Olaberria quien se encontraba dentro con su familia. Al  abrirles, entraron amenazando con las armas, cortaron el cable del teléfono y  se llevaron a la fuerza a Vivot. Cuando llegaron al portal, uno de los  terroristas le disparó tres veces, provocándole la muerte.",43.0269276,-2.2036619
1979-02-08,Ibarruri,España,1,0,"Vicente  Irusta Altamira, de 26 años, apareció muerto sin que ninguna persona hubiera  visto nada. Lo encontraron unos niños tendido en el suelo sobre un charco de  sangre, que salía de los tres disparos hechos con escopeta de caza. Al igual  que hicieron tres meses antes con su amigo Juan Cruz Hurtado, ETA lo acusó de  estar relacionado con la extrema derecha.",43.2411346,-2.6756565
1979-02-12,Munguía,España,1,0,"El  jefe de la Policía Municipal de Munguía y exguardia civil César Pinilla  Sanz, de 48 años, volvía a su casa  vestido de uniforme tras la jornada laboral. En el trayecto, varios miembros  del grupo llamado Comando de Apoyo a ETA militar Andoni Campillo le  dispararon por la espalda, quitándole la vida.",43.3540663,-2.8464157
1979-02-14,Vitoria-Gasteiz,España,1,0,"El  teniente coronel del Ejército Sergio Borrajo Palacín, de 68 años, volvía del  Gobierno Militar de Vitoria-Gasteiz para dirigirse a su domicilio. Se  despidió del compañero con el que iba y, en el momento de abrir el portal, un  desconocido le disparó una única vez. El impacto le alcanzó la nuca y le  provocó una muerte instantánea.",42.8465088,-2.6724025
1979-02-23,Alto de Itziar,España,1,0,"Dos  miembros de ETA esperaron la llegada del guardia civil Benito Arroyo  Gutiérrez, de 40 años, escondidos junto a una señal de 'stop' en la que  sabían que debería parar, en su trayecto hacia el cuartel en el que trabajaba  desde hacía 20 años. Al llegar Arroyo a dicha señal, los dos terroristas se  abalanzaron contra el coche y ametrallaron el coche. Dos balas impactaron en  la cabeza y tórax de Arroyo, que perdió la vida. Los etarras escaparon en un  coche en el que les esperaba otro compañero.",43.2787283,-2.3297664
1979-03-09,Beasain,España,1,0,"El  jefe de la Policía Municipal de Beasain Miguel Chávarri Isasi, de 48 años,  apareció muerto en su despacho. Lo encontró un agente del cuerpo, con nueve  balazos recibidos y sin vida.",43.0473269,-2.2032868
1979-03-16,Bilbao,España,1,0,"José María  Maderal Oleaga, de 48 años, que era Presidente de la Hermandad de Antiguos  Caballeros Legionariios de Vizcaya, y trabajador de Iberduero, salió de su  casa para dirigirse a pie hacia su trabajo. Transcurridos unos cincuenta  metros de trayecto, tres individuos encapuchados y armados se le acercaron y,  pese a los gritos de auxilio de Maderal al suponer que lo atacarían, uno de  ellos disparó varias veces contra él, quitándole la vida. Maderal había sido  amenazado dos años antes del atentado que acabó con su vida.",43.2630051,-2.9349915
1979-03-23,Vitoria-Gasteiz,España,1,0,"El  inspector de Policía y agente del CESID Antonio Recio Claver, de 50 años, se  encontraba haciendo unos trabajos de contabilidad en la empresa de fontanería  de su familia. Estando solo, entraron tres terroristas de ETA. Recio se dio  cuenta de que se trataba de un atentado y sacó su pistola, pero fue abatido  por once disparos antes de poder repeler el ataque. Fue la primera víctima  del terrorismo perteneciente a los servicios de intelegencia.",42.8465088,-2.6724025
1979-04-05, Pamplona,España,1,0,"ETA colocó un  artefacto explosivo en una cafetería situada cerca del Gobierno Civil de  Navarra. Su dueño, Pedro Fernández Serrano, de 35 años se encontraba  trabajando en su interior cuando el artefacto estalló y, debido a que se  situaba cerca del explosivo, perdió la vida. Fernández había sido varias  veces amenazado por atender a los policías que acudían a su cafetería.",42.8184538,-1.6442556
1979-04-07,San Sebastián,España,1,0,"Tres  agentes de la Policía Nacional salieron a cenar a bar cercano al cuartel en  el que se alojaban en San Sebastián. Cuando volvían al cuartel a pie y  vestidos de paisano, un taxi previamente robado se les acercó y sus ocupantes  dispararon con metralletas, asesinando a los tres agentes. Eran Miguel Orenes  Guillamont (29 años - Cabo de la Policía Nacional), Juan Bautista Peralta  Montoya (30 años - Cabo de la Policía Nacional) y Ginés Pujante García (41  años - Sargento de la Policía Nacional). Este atentado provocó protestas  públicas de familiares de policías, exigiendo el traslado de sus allegados  fuera del País Vasco.",43.3224219,-1.9838889
1979-04-09, Ordizia,España,1,0,"Dos etarras  encapuchados asesinaron a Dionisio Imaz Gorostiza, de 55 años, propietario de  un taller, cuando éste sacaba su vehículo marcha atrás del establecimiento.  Los terroristas se colocaron tras el coche y dispararon a Imaz, muerto debido  a los ocho balazos que recibió.",43.0539687,-2.1795046
1979-04-17,Tolosa,España,1,0,"El  guardia civil Juan Bautista García, de 24 años, fue encontrado herido,  tendido en una carretera, por un camionero. Había recibido un disparo en el  pecho. Previamente se había despedido de su novia para dirigirse a su  cuartel. El 10 de marzo de este mismo año Bautista ya había sufrido otro  intento de atentado, pero los Tedax desactivaron la bomba que ETA puso bajo  su coche.",43.6044622,1.4442469
1979-04-21,Rentería,España,1,0,"El  repartidor de pan Cándido Cuña resultó gravemente herido en un atentado  perpetrado por ETA, que le pegó cuatro tiros a Cuña cuando éste abandonó su  domicilio para ir a trabajar. El motivo del atentado contra este afiliado a  Comisiones Obreras fue que el panadero mantuvo el abastecimiento de pan al  cuartel de la Guardia Civil en plena huelga de panaderos. En 1983 ETA volvió  a atentar contra él, cayendo mortalmente en esa ocasión.",43.3125271,-1.8986133
1979-04-28,Durango,España,1,0,"El  guardia municipal Pedro Ruiz Rodríguez, de 30 años, se encontraba regulando  el tráfico en la localidad de Durango cuando un  coche que le acercó, ocupado por  terroristas de ETA, abrió fuego contra él a escasa distancia. Los cinco  disparos que recibió terminaron con la vida de Ruiz.",43.1707065,-2.6334897
1979-04-30, Oñati,España,1,0,"Un equipo de  los Tedax se desplazó hasta unas casas en obras en Oñati en las que ETA había  colocado una carga explosiva. Intentaron detonar la carga a distancia, pero  visto que los intentos no resultaban, el artificiero Juan Antonio Díaz Román,  de 28 años, trató de hacerlo manualmente. El artefacto explotó y terminó con  la vida de Díaz.",43.0328523,-2.4137149
1979-05-02,Ordizia,España,1,0,"Dos  guardias civiles de paisano se dirigían en coche desde el cuartel a Correos  para recoger la correspondencia en Ordizia. Como era día de mercado en la  localidad, el tráfico avanzaba muy lento. En cierto momento, dos terroristas  de ETA se situaron delante del coche de los guardias civiles y dispararon con  sus armas, siendo una metralleta una de ellas, y acribillaron a los agentes  en cuestión de segundos. Los fallecidos eran José Miguel Maestre Rodríguez  (26 años - Guardia civil) y Antonio Peña Solís (26 años - Guardia civil). Los  agresores se dieron a la fuga en un coche en el que les estaba esperando otro  compañero y que habían robado previamente en Beasain, dejando maniatado a su  dueño en el cementerio de dicha localidad.",43.0539687,-2.1795046
1979-05-17,Lemona,España,1,0,"Antonio  Pérez García, hostelero y vigilante en una cementera de 28 años, fue  asesinado cuando iba a aparcar su coche en un parking para ir a trabajar a su  bar. Dos terroristas lo estaban esperando en dicho parking y, al llegar el  vehículo, dispararon a través de la ventanilla del conductor, alcanzando con  tres impactos de bala al hostelero. Pérez ya se había ausentado un tiempo de  Lemona después de haber sido amenazado.",43.2098775,-2.7788097
1979-05-25,Madrid,España,1,0,"El  jefe de personal del Ejército Luis Gómez salió de su domicilio para dirigirse  a sus tareas. Le esperaban en un coche oficial un chófer y dos coroneles. Un  comando de ETA que tenía la información sobre la rutina de los militares los  esperó en el cruce entre dos calles y, al llegar a dicho punto el coche con  los militares, los cuatro terroristas sacaron sus metralletas y acribillaron  a los ocupantes del vehículo. Para cerciorarse de que no sobreviviera nadie,  antes de escapar lanzaron una granada al coche. Los fallecidos eran Jesús  Ábalos Giménez (61 años - Coronel del Ejército), Luís Gómez Borrego (37 años  - Empleado de Defensa), Luís Gómez Hortigüela (69 años - Teniente General del  Ejército) y Agustín Laso Corral (60 años - Coronel del Ejército)",40.4167047,-3.7035825
